"ID2","LONDD","LATDD","ELEVATION","Tann"
223,-151.083,63.483,610,-40
224,-145.7,63.067,1000,-57
225,-110.6,44.956,2012,15
226,-110.567,64.117,480,-102
227,-110.583,64.133,480,-102
228,-119.483,56.767,1050,-16
229,-83.254,30.622,34,196
230,-84.249,30.522,40,194
231,-75.25,58.583,170,-68
232,-75.25,55.092,244,-50
233,-75.017,55.833,305,-54
234,-75.067,55.413,285,-53
235,-75.7,55.067,235,-49
236,-74.933,55.25,335,-52
237,-75.95,55.117,255,-51
238,-76.39,57.113,190,-63
239,-76.378,57.117,210,-63
240,-76.405,57.123,250,-63
241,-76.415,57.123,250,-63
242,-76.408,57.125,260,-63
243,-73.517,55,395,-52
244,-73.562,55,395,-52
245,-73.542,55.002,400,-53
246,-73.517,55.003,395,-53
247,-73.55,55,395,-52
248,-73.558,55.002,395,-53
249,-73.545,55.003,395,-53
250,-66.767,54.767,505,-49
251,-66.767,54.767,505,-49
252,-66.767,54.767,505,-49
253,-74.945,56.023,260,-57
254,-74.975,56.02,280,-57
255,-75.25,55.117,325,-50
256,-66.8,54.8,579,-49
257,-66.8,54.8,579,-49
258,-66.8,54.8,579,-49
259,-74.583,55.625,320,-56
260,-74.6,55.617,320,-56
261,-75.255,58.585,170,-69
262,-74.913,59.14,120,-70
263,-74.95,59.158,117,-69
264,-66.733,54.767,503,-48
265,-74.9,56.943,300,-64
266,-77.717,55.283,84,-47
267,-77.718,55.287,99,-47
268,-77.703,55.292,99,-47
269,-77.7,55.292,99,-47
270,-77.7,55.295,99,-47
271,-66.75,54.767,518,-48
272,-76.305,57.758,120,-64
273,-76.11,57.725,120,-64
274,-117.217,52.242,2355,-39
275,-71.575,41.158,28,103
276,-75.617,57.917,200,-68
277,-93.734,44.296,310,65
278,-93.5,44.706,281,65
279,-93.62,44.471,312,62
280,-93.341,44.711,280,66
281,-93.433,44.627,287,64
282,-93.1,44.875,285,72
283,-113.65,48.8,1463,14
284,-113.567,48.833,1463,18
285,-113.45,48.85,1372,34
286,-113.367,48.833,1463,29
287,-113.3,48.85,1585,31
288,-113.25,48.85,1524,36
289,-113.167,48.767,1433,35
290,-113.117,48.717,1524,36
291,-113.117,48.55,1433,38
292,-113.017,48.617,1402,42
293,-112.967,48.533,1402,44
294,-112.75,48.583,1280,48
295,-112.183,48.733,1098,50
296,-111.917,48.75,1037,60
297,-111.7,48.75,1037,59
298,-111.417,48.75,1067,60
299,-111.267,48.883,1250,46
300,-111.117,48.917,1341,45
301,-111.033,48.883,1341,42
302,-110.983,48.95,1037,50
303,-110.883,48.883,1037,51
304,-110.5,48.883,945,52
305,-110.117,48.8,823,54
306,-109.867,48.9,854,46
307,-109.617,48.75,823,53
308,-108.95,48.867,1067,39
309,-108.667,48.867,976,40
310,-108.467,48.867,915,41
311,-108.133,48.917,854,41
312,-107.783,48.833,854,43
313,-107.583,48.75,793,44
314,-107.283,48.733,854,44
315,-107.083,48.8,793,45
316,-106.8,48.883,793,42
317,-106.533,48.883,945,36
318,-106.233,48.867,945,38
319,-103.167,47.8,701,58
320,-102.7,47.967,671,50
321,-102.033,47.967,640,43
322,-101.733,47.967,640,41
323,-101.217,47.967,640,40
324,-127.5,66.167,125,-75
325,-126.167,65.833,356,-79
326,-128.167,65.75,103,-70
327,-123.5,64.833,220,-67
328,-122.7,64.417,239,-61
329,-123.5,64.4,353,-66
330,-122.233,62.333,589,-48
331,-120.433,63.817,293,-59
332,-122.617,63.883,452,-66
333,-122.967,62.75,239,-46
334,-122.967,63.217,435,-58
335,-122.733,63.617,347,-58
336,-121.05,62.167,338,-46
337,-114.35,62.433,181,-56
338,-120.05,61.2,276,-32
339,-116.2,60.583,260,-33
340,-116.75,55.633,622,6
341,-114.667,55.25,584,1
342,-113.667,55.083,642,7
343,-112.75,54.5,704,13
344,-111.167,54.333,585,12
345,-114.833,51.8,1206,17
346,-117.767,53.267,1113,21
347,-117.133,53.583,1054,23
348,-116.1,53.6,908,20
349,-116.833,54.45,783,24
350,-117.5,55.083,688,13
351,-115.667,54.467,1037,5
352,-117.5,57.5,655,-9
353,-111.333,53.933,639,13
354,-114.167,53.55,726,24
355,-117.9,52.7,1238,9
356,-116.167,52.45,1395,9
357,-116.417,51.667,2225,-31
358,-115.333,51.25,1415,-16
359,-114.25,49.567,1202,35
360,-110.717,52.083,730,17
361,-110.4,51.45,766,23
362,-112.167,51.367,914,24
363,-111.083,49.917,833,47
364,-112.417,49.8,820,53
365,-114.167,51.167,1203,25
366,-70.208,41.283,6,98
367,-93.35,43.15,374,73
368,-119.008,37.596,2816,34
369,-119.068,37.663,2438,34
370,-109.517,42.317,2043,27
371,-109.033,42.3,2134,34
372,-108.867,42.45,2439,22
373,-108.717,42.55,2500,23
374,-108.5,42.95,1524,72
375,-108.117,43.367,1494,75
376,-108.183,43.467,1524,57
377,-108.117,43.8,1235,75
378,-107.533,44.017,1402,65
379,-107.25,44.167,2439,0
380,-107.133,44.167,2866,-14
381,-106.933,44.317,2256,18
382,-106.733,44.333,1524,64
383,-105.533,44.283,1387,66
384,-105.167,44.267,1372,69
385,-104.917,44.3,1280,70
386,-104.183,44.533,1220,74
387,-103.717,44.333,1738,58
388,-103.417,44.417,976,82
389,-102.85,44.517,793,79
390,-102.45,44.583,854,76
391,-102.067,44.667,762,78
392,-102,45.033,793,72
393,-102,45.033,793,72
394,-101.2,45,732,70
395,-100.35,45.067,579,74
396,-99.333,45.033,549,65
397,-98.75,44.9,412,67
398,-98.75,44.9,412,67
399,-97.467,44.883,549,61
400,-119.258,37.908,3018,18
401,-94.5572,44.8031,320,65
402,-93.688,45.425,291,61
403,-93.704,46.128,394,44
404,-95.167,47.183,457,33
405,-94.917,47.183,451,34
406,-96.017,45.761,333,55
407,-95.733,47.183,457,36
408,-95.915,46.174,418,49
409,-93.508,45.333,281,65
410,-94.753,46.219,387,49
411,-95.558,47.165,509,34
412,-92.467,46.583,337,42
413,-95.75,47.2,462,36
414,-95.783,47.217,446,37
415,-95.872,47.19,392,40
416,-93.983,45.429,293,61
417,-93.117,44.758,285,70
418,-92.87,46.353,322,43
419,-93.613,44.45,315,62
420,-93.694,44.45,306,63
421,-93.103,46.086,344,44
422,-93.364,45.749,295,53
423,-95.698,47.178,445,36
424,-93.68,46.068,380,45
425,-93.273,45.781,48,51
426,-93.733,45.133,301,67
427,-95.775,47.188,466,37
428,-96.167,47.6,365,40
429,-95.833,47.209,405,37
430,-94.2,44.9,328,65
431,-96.25,46.662,397,47
432,-93.467,45.725,293,53
433,-93.408,45.572,283,58
434,-93.522,45.4,297,62
435,-93.981,45.41,295,63
436,-93.168,45.849,301,49
437,-99.233,47.15,580,46
438,-94.113,47.081,396,38
439,-79.48,43.64,74,83
440,-79.49,43.64,74,83
441,-79.5,43.65,74,83
442,-95.008,47.244,429,34
443,-95.008,47.244,429,34
444,-95.575,46.922,443,36
445,-95.575,46.922,443,36
446,-93.783,46.133,380,44
447,-104,50.78,478,20
448,-93.831,44.227,308,66
449,-93.567,44.589,274,63
450,-77.433,45.033,316,49
451,-89.324,48.422,250,20
452,-77.917,44.3,167,62
453,-88.74,48.56,250,20
454,-59.367,47.862,10,33
455,-80.117,47,294,31
456,-79.98,44.85,196,61
457,-76.9,43.51,75,81
458,-79.47,43.64,76,83
459,-78.15,43.557,75,82
460,-94.25,51.383,400,0
461,-127.05,65.217,127,-59
462,-127.75,65.517,335,-64
463,-128.567,65.683,122,-70
464,-97.117,30.367,142,196
465,-107.26,44.179,2561,8
466,-70.058,41.275,4,97
467,-70.058,41.275,14,97
468,-70.133,41.25,3,97
469,-70.183,41.258,3,98
470,-69.983,41.275,9,97
471,-70.167,41.258,3,98
472,-70.133,41.275,6,98
473,-70.017,41.283,9,97
474,-70.017,41.283,9,97
475,-70.05,41.275,6,97
476,-70.008,41.283,9,97
477,-70.017,41.275,6,97
478,-70.017,41.308,3,97
479,-70.008,41.292,6,97
480,-70.008,41.308,6,97
481,-94.967,47.558,421,32
482,-94.75,46.867,424,39
483,-95.317,46.967,460,36
484,-94.95,46.95,435,37
485,-94.133,46.55,368,45
486,-72.983,45.283,53,62
487,-73.993,45.996,365,41
488,-122.547,49.308,305,80
489,-121.5,50.35,320,38
490,-112.717,48.55,1233,48
491,-122.25,46.592,282,79
492,-55.506,48.936,75,46
493,-56.196,50.034,236,23
494,-52.714,47.59,70,50
495,-55.473,49.471,105,39
496,-122.492,45.8,155,103
497,-110.6,44.65,2530,-11
498,-110.233,43.933,2628,-6
499,-110.3,44.067,2634,-8
500,-110.6,43.75,2073,15
501,-110.317,43.767,2469,-2
502,-110.233,44.15,2730,-20
503,-110.35,44.933,1884,7
504,-117.858,33.658,2,168
505,-98.667,38.467,547,130
506,-84.187,35.621,262,142
507,-84.211,35.585,240,142
508,-105.5,37.55,3523,10
509,-112,34,1125,168
510,-119.833,37,2219,167
511,-111.183,44.125,1840,38
512,-110.733,44.917,2215,18
513,-102.3,49.817,746,16
514,-93.183,45.425,278,61
515,-93.197,45.411,275,63
516,-85.04,46.7,190,44
517,-92.158,48.233,401,26
518,-91.9,48.033,428,28
519,-91.642,47.708,506,32
520,-89.483,45.783,488,42
521,-89.317,45.85,500,41
522,-89.625,45.933,491,39
523,-89.375,45.986,501,40
524,-84.958,46.427,264,46
525,-84.958,46.427,264,46
526,-84.958,46.427,264,46
527,-83.01,39.354,197,112
528,-83.533,40.1,320,101
529,-84.75,41.417,249,90
530,-81.333,41.199,322,93
531,-82.938,39.668,212,111
532,-82.933,40.797,318,95
533,-90.933,47.958,570,27
534,-71.317,44.267,1550,8
535,-71.317,44.267,1550,8
536,-71.317,44.267,1160,8
537,-79.344,39.045,1204,71
538,-79.6,39.1,1120,90
539,-79.383,39.126,950,75
540,-79.4177,39.4943,713,81
541,-93.633,45.033,292,67
542,-93.633,45.033,292,67
543,-93.633,45.033,292,67
544,-93.633,45.033,292,67
545,-93.633,45.033,292,67
546,-93.633,45.033,292,67
547,-93.633,45.033,292,67
548,-93.633,45.033,292,67
549,-93.633,45.033,292,67
550,-93.633,45.033,292,67
551,-93.55,44.967,300,67
552,-77.34,46.03,160,47
553,-55.53,51.6,5,12
554,-79.44,44.18,228,66
555,-126.417,65.233,330,-61
556,-91.346,44.083,211,73
557,-92,44.7,231,70
558,-89.7,45.8,483,41
559,-88.633,45.867,456,41
560,-89,45.7,498,41
561,-88.914,45.16,438,48
562,-88.521,45.044,271,55
563,-88.9,44.8,295,57
564,-88.931,44.366,246,67
565,-88.861,44.349,228,67
566,-89.371,44.349,338,63
567,-89.3,44.1,320,66
568,-89.4,43.1,259,78
569,-89,42.9,237,81
570,-77.925,41.917,690,63
571,-55.55,51.573,5,13
572,-79.5,45.38,323,47
573,-79.78,47.23,292,27
574,-81.73,43.22,184,78
575,-57.71,49.69,678,14
576,-78.1,44.1,170,61
577,-82.76,41.92,168,95
578,-79.38,45.42,333,46
579,-79.1,43.82,75,81
580,-84.93,48.21,440,9
581,-80.86,44.74,176,64
582,-57.95,49.67,2,34
583,-80.2,50.22,263,-7
584,-58.24,48.24,100,31
585,-80.09,45.05,433,60
586,-76.7,44.22,74,68
587,-78.34,44.1,188,64
588,-92,49.48,470,10
589,-79.98,44.82,220,59
590,-79.77,44.17,188,65
591,-58.8,48.26,32,44
592,-82.32,42.98,185,83
593,-116.33,50.75,1100,21
594,-80.4,43.9,484,55
595,-80.4,43.91,484,55
596,-93.644,47.136,478,34
597,-93.683,47.133,436,33
598,-93.667,47.133,468,33
599,-119.083,37,1683,78
600,-119.533,37.9,2743,29
601,-119.26,37.196,2015,104
602,-119.817,37.95,1554,93
603,-93.183,45.425,278,61
604,-128.8,63.017,1380,-81
605,-107.684,37.746,3200,-5
606,-107.698,37.738,3220,-5
607,-107.8,37.483,2690,54
608,-105.58,39.937,2848,23
609,-107.808,37.613,2694,27
610,-79.616,38.155,620,107
611,-116.417,51.65,1940,-35
612,-105.542,40.083,3095,8
613,-89.675,43.433,381,70
614,-87.848,44.238,261,67
615,-68.7547,44.9264,35,61
616,-110.284,44.49,2500,-1
617,-93.692,44.892,288,66
618,-93.692,44.892,288,66
619,-92.017,48.108,446,27
620,-86.433,41.083,235,97
621,-92.017,48.108,446,27
622,-92.017,48.108,446,27
623,-92.017,48.108,446,27
624,-92.017,48.108,446,27
625,-92.017,48.108,446,27
626,-92.017,48.108,446,27
627,-92.017,48.108,446,27
628,-92.017,48.108,446,27
629,-92.017,48.108,446,27
630,-92.017,48.108,446,27
631,-92.017,48.108,446,27
632,-92.017,48.108,446,27
633,-92.017,48.108,446,27
634,-92.017,48.108,446,27
635,-92.017,48.108,446,27
636,-87.516,44.45,211,67
637,-93.125,44.271,254,67
638,-62.917,57.333,500,-58
639,-62.8,57.333,500,-56
640,-63.133,57.283,410,-61
641,-63.167,57.167,510,-63
642,-63.083,57.133,500,-60
643,-62.867,57.267,470,-60
644,-64.533,56.65,510,-61
645,-64.5,56.65,523,-61
646,-64.5,56.583,510,-63
647,-64.183,56.3,510,-57
648,-62.667,57.617,150,-49
649,-64.25,56.367,460,-57
650,-63.95,56.283,480,-58
651,-64.417,56.167,470,-58
652,-63.383,55.4,526,-57
653,-62.033,55.45,388,-46
654,-62.65,55.233,623,-57
655,-62.733,55.2,575,-57
656,-62.733,55.1,569,-55
657,-62.65,55.033,559,-53
658,-63.117,55.05,554,-54
659,-63.2,55.133,545,-56
660,-62.25,55.217,570,-52
661,-62.2,55.1,590,-53
662,-63.25,54.867,530,-54
663,-63.117,54.6,507,-49
664,-63.033,54.883,352,-50
665,-62.733,54.867,513,-51
666,-62.717,54.9,565,-51
667,-63.033,54.767,589,-53
668,-62.883,54.333,450,-42
669,-62.45,54.883,566,-52
670,-62.35,54.8,587,-50
671,-62.383,54.817,578,-50
672,-61.283,54.567,126,-25
673,-61.2,54.467,290,-28
674,-61.283,54.45,295,-29
675,-61.25,54.417,289,-28
676,-61.117,54.383,305,-29
677,-61.15,54.367,306,-29
678,-61.133,54.3,285,-28
679,-60.883,54.3,280,-26
680,-60.15,54.717,160,-17
681,-60.233,53.717,195,-12
682,-60.317,53.683,124,-12
683,-60.683,53.633,295,-16
684,-60.75,53.617,136,-16
685,-60.9,53.617,220,-17
686,-60.617,53.6,255,-18
687,-56.283,52.55,57,0
688,-56.533,52.45,295,-6
689,-56.7,52.867,221,-6
690,-56.383,52.733,78,-3
691,-56.667,52.6,135,-3
692,-56.183,52.6,73,-2
693,-56.667,52.417,235,-6
694,-57.033,52.4,375,-11
695,-57.367,52.5,337,-12
696,-57.817,52.583,406,-16
697,-57.717,52.367,380,-15
698,-57.45,52.133,357,-10
699,-57.55,52.2,371,-12
700,-57.433,52.2,379,-12
701,-57.867,52.083,319,-10
702,-57.833,52.083,319,-7
703,-57.233,51.5,43,10
704,-56.75,51.583,195,5
705,-138.383,68.383,500,-115
706,-92.107,48.165,374,26
707,-74.204,41.239,223,95
708,-74.038,41.391,380,92
709,-76.683,44.8,206,57
710,-81.637,31.081,6,197
711,-98.158,46.858,444,42
712,-101.53,48.008,620,39
713,-98.587,47.074,437,47
714,-110.482,47.635,1019,68
715,-116.35,51.36,2015,-26
716,-116.313,51.343,2280,-37
717,-94.883,72.017,110,-164
718,-94.767,72.017,130,-164
719,-95.033,72.483,240,-164
720,-95.067,72.583,160,-162
721,-94.383,72.683,150,-157
722,-93.95,72.833,220,-162
723,-122.042,43.65,1465,44
724,-112.217,36.717,2590,64
725,-107.051,40.024,3165,-1
726,-111.667,38.617,2720,11
727,-105.5,37.7,2300,19
728,-111.7,37.95,2653,27
729,-85.217,73.035,91,-140
730,-144.75,64,343,-38
731,-144.65,63.711,442,-36
732,-68.733,45.042,58,59
733,-131.76,52.93,650,64
734,-105.45,43.5,1450,75
735,-108.25,33.867,2069,87
736,-108.25,33.867,2069,87
737,-108.3,33.7,2080,82
738,-92.183,48.183,403,25
739,-119.625,37.725,1212,74
740,-91.995,47.924,414,30
741,-162.2,63.5,15,-30
742,-146.908,64.444,208,-35
743,-146.063,63.029,897,-53
744,-131.9067,52.72,550,67
745,-132.408,53.267,595,60
746,-89.58,39.72,171,116
747,-88.93,40.65,219,105
748,-87.65,40.17,198,105
749,-88.92,39.83,198,113
750,-88.43,39.42,213,114
751,-89,38.57,152,125
752,-89.12,37.75,137,131
753,-89.97,39.22,168,119
754,-90.22,39.95,183,111
755,-90.22,39.67,183,113
756,-90.17,40.55,198,105
757,-89.83,37.28,152,134
758,-90.3,36.92,152,137
759,-92.28,36.58,244,139
760,-93.3,37.3,335,131
761,-93.33,37.88,320,130
762,-92.63,38.22,244,130
763,-87.67,37.92,137,134
764,-88.85,37.67,137,130
765,-85.73,37.55,221,133
766,-85.72,37.22,198,136
767,-85.95,37.15,213,136
768,-86.1,37.15,213,136
769,-86.83,36.78,198,136
770,-87.22,37.32,152,138
771,-87.47,37.35,122,139
772,-87.53,37.8,152,136
773,-87.58,37.6,137,137
774,-109.425,34,2780,52
775,-110.833,34.333,2285,85
776,-149.75,65.867,100,-52
777,-149.75,65.867,100,-52
778,-149.75,65.867,100,-52
779,-149.833,65.883,150,-51
780,-149.917,65.917,200,-54
781,-149.917,65.917,200,-54
782,-149.917,65.917,200,-54
783,-150,65.983,183,-54
784,-150.583,66.417,466,-66
785,-150.617,66.442,450,-66
786,-150.667,66.45,416,-70
787,-150.667,66.45,416,-70
788,-150.667,66.45,416,-70
789,-150.7,66.467,650,-70
790,-150.783,66.517,333,-64
791,-150.783,66.517,333,-64
792,-150.783,66.517,333,-64
793,-150.8,66.55,433,-64
794,-150.75,66.583,533,-67
795,-150.75,66.583,533,-67
796,-150.75,66.583,533,-67
797,-150.7,66.617,366,-65
798,-150.667,66.633,283,-65
799,-150.667,66.633,283,-65
800,-150.667,66.633,283,-65
801,-150.7,66.75,533,-64
802,-150.7,66.75,533,-64
803,-150.7,66.767,366,-66
804,-150.717,66.8,316,-66
805,-150.717,66.8,316,-66
806,-150.717,66.8,316,-66
807,-150.5,66.9,366,-72
808,-150.5,66.9,366,-72
809,-150.5,66.9,366,-72
810,-150.417,66.95,383,-76
811,-150.417,66.95,383,-76
812,-150.417,66.95,383,-76
813,-150.333,67.017,466,-75
814,-150.333,67.017,466,-75
815,-150.333,67.017,466,-75
816,-150.367,67.067,366,-73
817,-150.367,67.067,366,-73
818,-150.367,67.067,366,-73
819,-150.333,67.017,316,-75
820,-150.333,67.017,316,-75
821,-150.333,67.017,316,-75
822,-150.167,67.267,333,-77
823,-150.167,67.267,333,-77
824,-150.083,67.45,383,-83
825,-150.083,67.45,383,-83
826,-150.083,67.45,383,-83
827,-149.433,67.467,383,-102
828,-149.433,67.467,383,-102
829,-149.433,67.467,383,-102
830,-149.367,67.483,400,-101
831,-149.367,67.483,400,-101
832,-149.833,67.533,400,-87
833,-149.833,67.533,400,-87
834,-149.833,67.533,400,-87
835,-149.733,67.551,400,-94
836,-149.733,67.551,400,-94
837,-149.783,67.6,433,-88
838,-149.783,67.6,433,-88
839,-149.75,67.617,466,-91
840,-149.75,67.617,466,-91
841,-149.75,67.617,466,-91
842,-149.733,67.067,500,-86
843,-149.733,67.067,500,-86
844,-149.733,67.067,500,-86
845,-149.25,67.717,566,-111
846,-149.25,67.717,566,-111
847,-149.25,67.717,566,-111
848,-128.083,64.65,1360,-106
849,-127.617,64.167,1150,-76
850,-127.483,65.017,580,-65
851,-80.367,43.233,260,73
852,-149.283,67.767,600,-120
853,-149.283,67.767,600,-120
854,-149.833,67.8,616,-97
855,-149.833,67.8,616,-97
856,-149.833,67.8,616,-97
857,-149.833,67.917,666,-106
858,-149.833,67.917,666,-106
859,-149.833,67.917,666,-106
860,-149.833,67.933,700,-106
861,-149.833,67.933,700,-106
862,-149.833,67.933,700,-106
863,-149.8,67.95,733,-106
864,-149.8,67.95,733,-106
865,-149.8,67.95,733,-106
866,-149.617,67.983,856,-126
867,-149.617,67.983,856,-126
868,-149.617,67.983,856,-126
869,-149.75,68,850,-117
870,-149.75,68,850,-117
871,-149.75,68,850,-117
872,-149.733,68.017,1100,-116
873,-149.733,68.017,1100,-116
874,-149.733,68.017,1100,-116
875,-149.583,68.083,1133,-117
876,-149.583,68.083,1133,-117
877,-149.55,68.1,1466,-129
878,-149.55,68.1,1466,-129
879,-149.333,68.35,1000,-126
880,-149.333,68.367,916,-126
881,-149.333,68.383,933,-126
882,-149.333,68.383,933,-126
883,-149.333,68.383,933,-126
884,-149.383,68.417,900,-118
885,-149.383,68.417,900,-118
886,-149.333,68.433,933,-126
887,-149.467,68.45,1000,-117
888,-149.467,68.45,1000,-117
889,-149.517,68.475,1000,-121
890,-149.517,68.475,1000,-121
891,-149.533,68.558,933,-117
892,-149.533,68.558,933,-117
893,-149.6,68.633,833,-114
894,-149.6,68.633,833,-114
895,-149.6,68.633,833,-114
896,-149.5,68.633,866,-119
897,-149.417,68.633,933,-119
