ID2_W05v1_6,LONDD,LATDD,AbieEast,AbieWest,AcerEast,AcerWest,AlnuEast,AlnuWest,CeltEast,CeltWest,ChAmFlor,ChAmMid,CupXEast,CupXWest,FraxEast,FraxWest,Larix,LarixPse,PicEast,PicWest,PinEast,PinNE,PinSE,PinWest,QuerEast,QuerWest,TsugEast,TsugWest
2456,-112.51,36.41,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2457,-112.64,36.4,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2458,-112.93,36.27,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2459,-113.2,36.13,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2460,-113.3,36.87,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2461,-113.35,36.77,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2462,-115.5,36.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2463,-115.5,36.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2464,-115.5,36.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2465,-115.5,36.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2466,-115.5,36.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2467,-115.5,36.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2468,-115.5,36.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2469,-115.5,36.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2470,-115.5,36.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2471,-115.5,36.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2472,-115.5,36.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2473,-115.5,36.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2474,-115.5,36.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2475,-115.5,36.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2476,-115.5,36.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2477,-115.5,36.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2478,-115.5,36.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2479,-115.5,36.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2480,-115.5,36.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2481,-115.5,36.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2482,-115.5,36.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2483,-107.75,37.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2484,-107.75,37.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2485,-107.75,37.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2486,-107.75,37.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2487,-107.75,37.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2488,-107.75,37.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2489,-107.75,37.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2490,-110.83,32,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2491,-110.83,32,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2492,-110.83,32,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2493,-110.83,32,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2494,-110.83,32,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2495,-110.83,32,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2496,-110.83,32,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2497,-110.83,32,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2498,-110.83,32,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2499,-110.83,32,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2500,-110.83,32,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2501,-110.83,32,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2502,-110.83,32,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2503,-110.83,32,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2504,-110.83,32,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2505,-110.83,32,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2506,-110.83,32,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2507,-110.83,32,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2508,-110.83,32,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2509,-110.83,32,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2510,-108.67,31.17,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2511,-108.67,31.17,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2512,-110.17,31.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2513,-109.75,31.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2514,-109.75,31.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2515,-109.75,31.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2516,-109.75,31.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2517,-109.75,31.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2518,-109.75,31.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2519,-110.58,31.75,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2520,-110.83,32,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2521,-110.83,32,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2522,-110.5,32,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2523,-110.5,32,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2524,-111,32.17,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2525,-110,32.17,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2526,-111.75,32.33,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2527,-110.75,32.33,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2528,-111,32.58,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2529,-109.83,32.75,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2530,-109.83,33.33,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2531,-109.83,33.33,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2532,-109.83,33.33,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2533,-109.83,33.33,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2534,-105.5,37.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2535,-105,36,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,,,
2536,-105,36,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,,,
2537,-105,36,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,,,
2538,-105,36,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,,,
2539,-105,36,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,,,
2540,-105,36,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,,,
2541,-105,36,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,,,
2542,-105,36,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,,,
2543,-105,36,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,,,
2544,-105,36,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,,,
2545,-105,36,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,,,
2546,-105,36,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,,,
2547,-105,36,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,,,
2548,-104,36,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,,,
2549,-104,36,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,,,
2550,-104,36,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,,,
2551,-103,36,,1,,,,1,,1,,1,,1,,1,,1,,1,,,,1,1,,,
2552,-108.5,36.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2553,-108.5,36.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2554,-108.5,36.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2555,-108.5,36.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2556,-108.5,36.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2557,-108.5,36.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2558,-108.5,36.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2559,-108.5,36.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2560,-108.5,36.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2561,-108.5,36.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2562,-108.5,36.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2563,-108.5,36.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2564,-108.5,36.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2565,-108.5,36.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2566,-108.5,36.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2567,-108.5,36.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2568,-108.5,36.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2569,-108.5,36.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2570,-117.25,36.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2571,-117.25,36.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2572,-117.25,36.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2573,-117.25,36.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2574,-117.25,36.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2575,-117.25,36.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2576,-117.25,36.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2577,-117.25,36.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2578,-117.25,36.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2579,-117.25,36.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2580,-117.25,36.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2581,-117.25,36.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2582,-117.25,36.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2583,-107.08,38.83,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2584,-107.08,38.83,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2585,-107.08,38.83,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2586,-107.08,38.83,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2587,-107.08,38.83,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2588,-107.08,38.83,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2589,-107.08,38.83,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2590,-107.08,38.83,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2591,-107.08,38.83,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2592,-107.08,38.83,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2593,-107.08,38.83,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2594,-107.08,38.83,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2595,-107.08,38.83,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2596,-107.08,38.83,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2597,-107.08,38.83,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2598,-107.5,35.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2599,-107.5,35.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2600,-107.5,35.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2601,-107.5,35.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2602,-107.5,35.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2603,-107.5,35.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2604,-107.5,35.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2605,-107.5,35.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2606,-107.5,35.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2607,-107.5,35.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2608,-107.5,35.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2609,-107.5,35.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2610,-107.5,35.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2611,-107.5,35.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2612,-107.5,35.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2613,-107.5,35.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2614,-107.5,35.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2615,-107.5,35.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2616,-107.5,35.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2617,-107.5,35.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2618,-107.5,35.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2619,-107.5,35.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2620,-107.5,35.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2621,-107.5,35.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2622,-112.25,35,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2623,-112.25,35,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2624,-112.25,35,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2625,-112.25,35,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2626,-112.25,35,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2627,-115.5,41.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2628,-115.5,41.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2629,-115.5,41.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2630,-115.5,41.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2631,-115.5,41.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2632,-115.5,41.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2633,-115.5,41.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2634,-115.5,41.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2635,-115.5,41.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2636,-115.5,41.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2637,-115.5,41.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2638,-115.5,41.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2639,-115.5,41.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2640,-115.5,41.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2641,-115.5,41.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2642,-115.5,41.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2643,-115.5,41.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2644,-115.5,41.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2645,-120,36,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2646,-120,36,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2647,-120,36,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2648,-120,36,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2649,-120,36,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2650,-120,36,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2651,-120,36,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2652,-120,36,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2653,-120,36,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2654,-120,36,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2655,-120,36,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2656,-120,36,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2657,-120,36,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2658,-120,36,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2659,-120,36,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2660,-120,36,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2661,-120,36,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2662,-120,36,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2663,-119.78,37.68,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2664,-119.4,37.02,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2665,-119.72,37.73,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2666,-119.37,37.06,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2667,-119.75,37.74,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2668,-119.33,37.09,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2669,-119.78,37.75,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2670,-119.25,37.16,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2671,-119.72,37.8,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2672,-119.2,37.22,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2673,-119.08,37.63,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2674,-119.08,37.66,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2675,-119.08,37.66,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2676,-119.65,37.85,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2677,-119.65,37.85,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2678,-119.13,37.27,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2679,-119.51,37.81,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2680,-119.37,37.87,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2681,-119.44,37.86,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2682,-119.51,37.9,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2683,-119.51,37.9,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2684,-119.4,37.29,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2685,-119.27,37.91,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2686,-119.27,37.91,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2687,-119.28,37.92,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2688,-119.28,37.92,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2689,-119.3,37.93,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2690,-119.25,37.94,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2691,-119.23,37.94,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2692,-119.02,37.61,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2693,-119.02,37.61,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2694,-119.05,37.66,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2695,-119.05,37.66,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2696,-119,37.65,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2697,-118.98,37.65,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2698,-119.18,37.94,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2699,-119.12,37.94,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2700,-118.64,37.54,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2701,-112.25,36.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2702,-112.25,36.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2703,-112.25,36.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2704,-112.25,36.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2705,-112.25,36.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2706,-112.25,36.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2707,-112.25,36.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2708,-112.25,36.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2709,-112.25,36.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2710,-112.25,36.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2711,-112.25,36.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2712,-112.25,36.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2713,-112.25,36.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2714,-112.25,36.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2715,-112.25,36.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2716,-112.25,36.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2717,-112.25,36.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2718,-112.25,36.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2719,-112.25,36.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2720,-112.25,36.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2721,-112.25,36.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2722,-112.25,36.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
2723,-108,34,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2724,-108,34,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2725,-108,34,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2726,-108,34,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2727,-108,34,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
2728,-104,37,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,,,
2729,-104,37,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,,,
2730,-104,37,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,,,
2731,-104,37,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,,,
2732,-104,37,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,,,
2733,-104,37,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,,,
2734,-104,37,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,,,
2735,-104,37,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,,,
2736,-104,37,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,,,
2737,-104,37,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,,,
2738,-104,37,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,,,
2739,-104,37,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,,,
