"varname_orig","varname","varnum","form"
"NA","Acacia tortilis-type",3934,"A"
"NA","Adenopodia scelerata-type",3935,"C"
"NA","Calpocalyx-type aubrevillei",3936,"A"
"Cylicodiscus-type gabunensis","Cylicodiscus-type gabunensis",3937,"A"
"Entada/Prosopis","Entada/Prosopis",3938,"C"
"Entada-type abyssinica","Entada-type abyssinica",3939,"A"
"Entada-type gigas","Entada-type gigas",3940,"L"
"Faidherbia albida","Faidherbia albida",3941,"A"
"Mimosaceae undiff.","Mimosaceae undiff.",3942,"C"
"Neptunia oleracea","Neptunia oleracea",3943,"Q"
"Parkia biglobosa-type","Parkia biglobosa-type",3944,"A"
"Pentaclethra-type","Pentaclethra-type",3945,"A"
"Pentaclethra-type eetveldeana","Pentaclethra-type eetveldeana",3946,"A"
"Prosopis-type africana","Prosopis-type africana",3947,"A"
"Pseudoprosopis-type","Pseudoprosopis-type",3948,"C"
"NA","Monimia",3949,"A"
"NA","Monimiaceae undiff.",3950,"C"
"NA","Antiaris toxicaria/Milicia",3951,"A"
"NA","Dorstenia barteri-type",3952,"N"
"NA","Dorstenia kameruniana-type",3953,"A"
"Dorstenia-type","Dorstenia-type",3954,"I"
"NA","Maclura-type africana",3955,"C"
"NA","Milicia-type",3956,"A"
"Morus-type mesozygia","Morus-type mesozygia",3957,"A"
"Musanga-type","Musanga-type",3958,"A"
"NA","Myrica humilis-type",3959,"A"
"NA","Myrothamnus flabellifolius",3960,"A"
"NA","Embelia-type",3961,"C"
"NA","Myrsinaceae undiff.",3962,"I"
"Eucalyptus-type","Eucalyptus-type",3963,"A"
"Myrtaceae undiff.","Myrtaceae undiff.",3964,"A"
"NA","Myrtus-type",3965,"A"
"Myrtus-type nivellei","Myrtus-type nivellei",3966,"A"
"NA","Nitraria retusa",3967,"A"
"NA","Boerhavia/Commicarpus",3968,"N"
"Commicarpus-type plumbagineus","Commicarpus-type plumbagineus",3969,"H"
"Nyctaginaceae undiff.","Nyctaginaceae undiff.",3970,"I"
"NA","Nymphaea nouchali-type",3971,"Q"
"NA","Campylospermum densiflorum-type",3972,"A"
"Lophira alata-type","Lophira alata-type",3973,"A"
"Ochnaceae undiff.","Ochnaceae undiff.",3974,"I"
"Heisteria","Heisteria",3975,"A"
"NA","Heisteria/Strombosia",3976,"A"
"NA","Olacaceae undiff.",3977,"C"
"NA","Olax dissitiflora-type",3978,"A"
"Strombosia scheffleri-type","Strombosia scheffleri-type",3979,"A"
"Ximenia americana-type","Ximenia americana-type",3980,"A"
"NA","Chionanthus mildbraedii-type",3981,"A"
"NA","Ligustrum",3982,"A"
"Olea capensis-type ssp. hochstetteri","Olea capensis-type ssp. hochstetteri",3983,"A"
"NA","Olea capensis-type ssp. welwitschii",3984,"A"
"NA","Olea europaea-type ssp africana",3985,"A"
"NA","Olea lapperrinei-type",3987,"A"
"NA","Oleaceae/Brassicaceae undiff.",3988,"I"
"NA","Epilobium-type",3989,"Q"
"NA","Onagraceae undiff.",3990,"Q"
"NA","Opiliaceae undiff.",3991,"C"
"NA","Orchidaceae undiff.",3992,"N"
"NA","Orobanche aegyptiaca-type",3993,"N"
"Calamus deerratus","Calamus deerratus",3994,"E"
"NA","Eremospatha",3995,"E"
"NA","Hyphaene-type theba??ca",3996,"D"
"Laccosperma","Laccosperma",3997,"E"
"Laccosperma secundiflorum-type","Laccosperma secundiflorum-type",3998,"E"
"Nypa fructicans","Nypa fructicans",3999,"D"
"Raphia vinifera-type","Raphia vinifera-type",4000,"D"
"NA","Ravenea-type",4001,"D"
"Pandanus candelabrum-type","Pandanus candelabrum-type",4002,"A"
"NA","Papaveraceae undiff.",4003,"N"
"Adenia venenata-type","Adenia venenata-type",4004,"C"
"Passifloraceae undiff.","Passifloraceae undiff.",4005,"I"
"NA","Josephinia africana",4006,"I"
"Pedaliaceae undiff.","Pedaliaceae undiff.",4007,"I"
"NA","Phytolaccaceae undiff.",4008,"I"
"NA","Cathaya",4009,"A"
"NA","Pinus laricio-type",4010,"A"
"NA","Piperaceae undiff.",4012,"I"
"NA","Platanus orientalis-type",4013,"A"
"NA","Armeria-type",4014,"N"
"Limoniastrum-type","Limoniastrum-type",4015,"I"
"NA","Limonium-type",4016,"I"
"NA","Plumbago zeylanica-type",4017,"I"
"NA","Panicum",4018,"N"
"NA","Pennisetum-type",4019,"N"
"NA","Podocarpus falcatus-type",4020,"A"
"Podocarpus latifolius-type","Podocarpus latifolius-type",4021,"A"
"Podocarpus milanjianus-type","Podocarpus milanjianus-type",4022,"A"
"NA","Podostemaceae undiff.",4023,"Q"
"NA","Polygalaceae undiff.",4024,"I"
"Polygala-type erioptera","Polygala-type erioptera",4025,"N"
"NA","Polygalaceae/Utricularia",4026,"I"
"Polygonaceae undiff.","Polygonaceae undiff.",4027,"I"
"NA","Polygonum acuminatum-type",4028,"N"
"NA","Rumex vesicarius-type",4029,"N"
"NA","Pontederiaceae undiff.",4030,"Q"
"Portulaca-type","Portulaca-type",4031,"N"
"NA","Lysimachia",4032,"N"
"NA","Primulaceae undiff.",4033,"N"
"NA","Faurea-type",4034,"A"
"NA","Leucadendron-type",4035,"A"
"NA","Proteaceae undiff.",4036,"A"
"NA","Proteaceae/Sapindaceae undiff.",4037,"A"
"Clematis-type hirsuta","Clematis-type hirsuta",4039,"C"
"NA","Delphinium",4040,"N"
"NA","Ceriops tagal",4041,"A"
"NA","Rhizophora harrisonii-type",4042,"A"
"NA","Rhizophora mangle-type",4043,"A"
"NA","Leucosidea sericea",4044,"A"
"NA","Adenorandia-type kalbreyeri",4045,"C"
"NA","Batopedina",4046,"N"
"NA","Burchellia bubalina",4047,"A"
"NA","Burttdavya nyasica",4048,"A"
"NA","Catunaregam-type",4049,"A"
"Chassalia kolly-type","Chassalia kolly-type",4050,"A"
"Diodia-type","Diodia-type",4051,"N"
"Galiniera saxifraga","Galiniera saxifraga",4052,"A"
"Gardenia-type","Gardenia-type",4053,"A"
"Gardenieae undiff.","Gardenieae undiff.",4054,"C"
"NA","Geophila-type",4055,"N"
"Hallea-type","Hallea-type",4056,"A"
"Hallea-type ledermannii","Hallea-type ledermannii",4058,"A"
"Hymenodictyon-type","Hymenodictyon-type",4059,"A"
"NA","Kohautia caespitosa-type",4060,"N"
"Morinda lucida-type","Morinda lucida-type",4061,"A"
"Naucleae undiff.","Naucleae undiff.",4062,"C"
"NA","Pavetta abyssinica-type",4063,"C"
"NA","Pentanisia ouranogyne-type",4064,"N"
"Pentodon-type pentandrus","Pentodon-type pentandrus",4065,"N"
"NA","Psychotria amboniana-type",4066,"A"
"NA","Pterogaillonia calycoptera",4067,"N"
"Rytigynia-type","Rytigynia-type",4068,"A"
"NA","Sacosperma-type",4069,"C"
"Sarcocephalus-type latifolius","Sarcocephalus-type latifolius",4070,"A"
"Sherbournia bignoniiflora-type","Sherbournia bignoniiflora-type",4071,"C"
"Spermacoce-type chaetocephala","Spermacoce-type chaetocephala",4072,"N"
"Spermacoce-type radiata","Spermacoce-type radiata",4073,"N"
"NA","Stipularia-type africana",4074,"N"
"NA","Uncaria-type",4075,"C"
"NA","Vangueria-type madagascariensis",4076,"A"
"NA","Rubiaceae/Loganiaceae undiff.",4077,"I"
"NA","Ruppia maritima",4078,"Q"
"Afraegle-type paniculata","Afraegle-type paniculata",4079,"A"
"NA","Fagaropsis-type angolensis",4080,"A"
"NA","Ruta montana-type",4081,"N"
"NA","Toddalia asiatica",4082,"C"
"Vepris-type","Vepris-type",4083,"A"
"NA","Zanthoxylum-type gilletii",4084,"A"
"NA","Clausena anisata/Bersama",4085,"A"
"NA","Salix chevalieri-type",4086,"A"
"Salix ledermannii-type","Salix ledermannii-type",4087,"A"
"NA","Dobera-type",4088,"A"
"NA","Dobera-type glabra",4089,"A"
"NA","Santalaceae undiff.",4090,"I"
"Blighia sapida-type","Blighia sapida-type",4091,"A"
"NA","Blighia unijugata-type",4092,"A"
"NA","Chouxia-type",4093,"A"
"NA","Dodonaea angustifolia-type",4094,"A"
"NA","Filicium-type",4095,"A"
"NA","Glenniea-type",4096,"A"
"NA","Harpullia-type pendula",4097,"A"
"Pancovia-type bijuga","Pancovia-type bijuga",4098,"A"
"NA","Allophylus/Protea",4099,"C"
"NA","Argania spinosa",4100,"A"
"Englerophytum","Englerophytum",4101,"A"
"NA","Pouteria-type",4102,"A"
"NA","Sideroxylon-type",4103,"A"
"NA","Sideroxylon-type oxyacantha",4104,"A"
"NA","Synsepalum-type",4105,"A"
"Vitellaria-type paradoxa","Vitellaria-type paradoxa",4106,"A"
"NA","Saxifraga hederifolia",4107,"N"
"NA","Limosella-type",4109,"Q"
"Lindernia","Lindernia",4110,"Q"
"NA","Sopubia-type",4112,"N"
"NA","Sopubia-type parviflora",4113,"N"
"Striga-type","Striga-type",4114,"N"
"NA","Hebenstretia",4115,"N"
"NA","Hebenstretia dentata-type",4116,"N"
"NA","Harrisonia abyssinica",4117,"C"
"NA","Simaroubaceae undiff.",4118,"A"
"NA","Hyoscyamus niger-type",4119,"N"
"NA","Solanum/Ricinus communis",4120,"I"
"NA","Sonneratia alba",4121,"A"
"Cola cordifolia-type","Cola cordifolia-type",4122,"A"
"NA","Cola-type nitida",4123,"A"
"Dombeya-type buettneri","Dombeya-type buettneri",4124,"A"
"NA","Dombeya-type quinqueseta",4125,"A"
"NA","Heritiera littoralis",4126,"A"
"Mansonia altissima-type","Mansonia altissima-type",4127,"A"
"Sterculiaceae undiff.","Sterculiaceae undiff.",4128,"I"
"Sterculia-type setigera","Sterculia-type setigera",4129,"A"
"Waltheria","Waltheria",4130,"N"
"Tacca leontopetaloides","Tacca leontopetaloides",4131,"N"
"Tamarix senegalensis-type","Tamarix senegalensis-type",4132,"A"
"NA","Taxus baccata-type",4133,"A"
"NA","Taxodiaceae undiff.",4134,"A"
"NA","Ficalhoa-type laurifolia",4135,"A"
"NA","Theaceae undiff.",4136,"A"
"NA","Passerina montana",4137,"A"
"NA","Christiana africana",4138,"A"
"Clappertonia ficifolia-type","Clappertonia ficifolia-type",4139,"A"
"Corchorus-type olitorius","Corchorus-type olitorius",4140,"N"
"Desplatsia-type","Desplatsia-type",4141,"C"
"NA","Grewia-type villosa",4142,"A"
"NA","Sparrmannia-type",4143,"I"
"NA","Tilia rubra-type",4144,"A"
"Celtis australis-type","Celtis australis-type",4145,"A"
"Celtis toka-type","Celtis toka-type",4146,"A"
"NA","Celtis/Holoptelea grandis",4147,"A"
"Ulmaceae undiff.","Ulmaceae undiff.",4148,"A"
"NA","Ulmus/Zelkova",4149,"A"
"NA","Laportea-type",4150,"I"
"NA","Pilea-type",4151,"N"
"NA","Urtica-type",4152,"N"
"NA","Urtica-type dioica",4153,"N"
"NA","Urtica-type pilulifera",4154,"N"
"NA","Urticaceae/Moraceae undiff.",4155,"I"
"NA","Chascanum",4156,"N"
"Lantana-type","Lantana-type",4157,"I"
"NA","Lantana-type ukambensis",4158,"N"
"NA","Phyla-type nodiflora",4159,"N"
"NA","Premna-type",4160,"C"
"Vitex-type doniana","Vitex-type doniana",4161,"A"
"NA","Viscaceae undiff.",4162,"B"
"Ampelocissus-type","Ampelocissus-type",4163,"H"
"NA","Cayratia-type ibuensis",4164,"H"
"Cissus quadrangularis-type","Cissus quadrangularis-type",4165,"H"
"NA","Vitis-type vinifera",4166,"C"
"NA","Welwitschia mirabilis",4167,"A"
"Zygophyllaceae undiff.","Zygophyllaceae undiff.",4168,"I"
"NA","Zygophyllum/Pegamum",4169,"I"
"NA","Zygophyllaceae/Salvadoraceae undiff.",4170,"I"
"NA","Lygodium smithianum",4307,"F"
"NA","Gisekia pharnacioides-type",4308,"N"
"Ozoroa-type","Ozoroa-type",4310,"A"
"NA","Periploca",4311,"C"
"NA","Lumnitzera racemosa",4315,"A"
"Abrus","Abrus",4316,"C"
"Aeschynomene","Aeschynomene",4317,"I"
"NA","Ptaeroxylon obliquum",4322,"A"
"NA","0",10000,"O"
"Aedesia-type glabra","Aedesia-type glabra",10001,"N"
"Agelaea-type pentagyna","Agelaea-type pentagyna",10002,"C"
"Agelanthus-type dodoneifolius","Agelanthus-type dodoneifolius",10003,"A"
"Agelanthus-type scassellatii","Agelanthus-type scassellatii",10004,"A"
"Ageratum-type conyzoides","Ageratum-type conyzoides",10005,"N"
"Alternanthera sessilis-type","Alternanthera sessilis-type",10006,"Q"
"Antrocaryon-type klaineanum","Antrocaryon-type klaineanum",10007,"A"
"Arachis hypogaea","Arachis hypogaea",10008,"N"
"Artocarpus","Artocarpus",10009,"A"
"Aucoumea klaineana","Aucoumea klaineana",10010,"A"
"Avicennia germinans-type","Avicennia germinans-type",10011,"A"
"Baphia/Millettia","Baphia/Millettia",10012,"A"
"Barteria nigritana","Barteria nigritana",10013,"A"
"Bauhinia monandra-type","Bauhinia monandra-type",10014,"A"
"Berlinia-type grandiflora","Berlinia-type grandiflora",10015,"A"
"Brachystegia eurycoma-type","Brachystegia eurycoma-type",10016,"A"
"Brachystegia zenkeri-type","Brachystegia zenkeri-type",10017,"A"
"Buchholzia","Buchholzia",10018,"A"
"Caesalpinia-type pulcherrina","Caesalpinia pulcherrima-type",10019,"A"
"Calystegia-type hederacea","Calystegia-type hederacea",10020,"C"
"Campylostemon angolense-type","Campylostemon angolense-type",10021,"C"
"Canarina eminii-type","Canarina eminii-type",10022,"N"
"Cardamine","Cardamine",10023,"N"
"Carica papaya-type","Carica papaya-type",10024,"A"
"Caryota","Caryota",10025,"D"
"Cassia-type kirkii","Chamaecrista kirkii-type",10026,"N"
"Cassia-type obtusifolia","Senna obtusifolia-type",10027,"N"
"Cassia-type siamea","Senna siamea-type",10028,"A"
"Cassinopsis","Cassinopsis",10029,"A"
"Cassipourea congoensis-type","Cassipourea congensis-type",10030,"A"
"Celtis tessmannii-type","Celtis tessmannii-type",10031,"A"
"Centroplacus glaucinus","Centroplacus glaucinus",10032,"A"
"Chromolaena-type odorata","Chromolaena-type odorata",10033,"A"
"Cochlospermum planchonii-type","Cochlospermum planchonii-type",10034,"A"
"Coelocaryon","Coelocaryon",10035,"A"
"Coffea canephora-type","Coffea canephora-type",10036,"A"
"Cogniauxia","Cogniauxia",10037,"C"
"Cola gigantea-type","Cola gigantea-type",10038,"A"
"Combretum-type racemosum","Combretum-type racemosum",10039,"A"
"Commicarpus-type helenae","Boerhavia helenae",10040,"N"
"Compositae tub","Compositae Tubuliflorae",10041,"N"
"Conocarpus erectus-type","Conocarpus erectus-type",10042,"A"
"Cordia platythyrsa-type","Cordia platythyrsa-type",10043,"A"
"Cordia senegalensis-type","Cordia senegalensis-type",10044,"A"
"Corynanthe-type","Corynanthe-type",10045,"A"
"Cremaspora-type","Cremaspora-type",10046,"A"
"Crotonogyne-type","Crotonogyne-type",10047,"A"
"Culcasia saxatilis-type","Culcasia scandens-type",10048,"C"
"Cyclosorus-type striatus","Cyclosorus striatus-type",10049,"F"
"Cynometra-type hankei","Cynometra-type hankei",10050,"A"
"Dacryodes-type edulis","Dacryodes-type edulis",10051,"A"
"Daniellia oliveri-type","Daniellia oliveri-type",10052,"A"
"Delonix regia-type","Delonix regia-type",10053,"A"
"Desmodium hirtum-type","Desmodium hirtum-type",10054,"N"
"Dichapetalum","Dichapetalum",10055,"C"
"Didymeles","Didymeles",10056,"A"
"Diogoa zenkeri","Diogoa zenkeri",10057,"A"
"Discoglypremna caloneura","Discoglypremna caloneura",10058,"A"
"Drypetes-type floribunda","Drypetes-type floribunda",10059,"A"
"Drypetes-type gossweileri","Drypetes-type gossweileri",10060,"A"
"Drypetes-type laciniata","Drypetes-type laciniata",10061,"A"
"Eichhornia natans","Eichhornia diversifolia",10062,"Q"
"Elaeophorbia-type","Euphorbia",10063,"I"
"Euphorbia-type glomerifica","Euphorbia hypericifolia-type",10064,"N"
"Euphorbia-type pulcherrima","Euphorbia-type pulcherrima",10065,"A"
"Farne","Ferns",10066,"F"
"Flagellaria guineensis-type","Flagellaria guineensis-type",10067,"C"
"Flagellaria indica-type","Flagellaria indica-type",10068,"C"
"Flueggea virosa","Flueggea virosa",10069,"A"
"Hygrophila abyssinica-type","Hygrophila abyssinica-type",10071,"N"
"Hylodendron gabunense","Hylodendron gabunense",10072,"A"
"Hyphaene-type thebaica","Hyphaene-type thebaica",10073,"D"
"Indigofera congolensis-type","Indigofera congolensis-type",10074,"N"
"Indigofera microcarpa-type","Indigofera microcarpa-type",10075,"N"
"Indigofera paniculata-type","Indigofera paniculata-type",10076,"N"
"Indigofera stenophylla-type","Indigofera stenophylla-type",10077,"N"
"Isomacrolobium-type","Isomacrolobium-type",10078,"A"
"Keetia-type venosa","Keetia-type venosa",10079,"C"
"Khaya-type senegalensis","Khaya-type senegalensis",10080,"A"
"Laportea-type ovalifolia","Laportea-type ovalifolia",10081,"N"
"Leonotis-type nepetifolia","Leonotis-type nepetifolia",10082,"A"
"Leucaena-type","Leucaena-type",10083,"A"
"Lophira lanceolata-type","Lophira lanceolata-type",10084,"A"
"Ludwigia-type stolonifera","Ludwigia adscendens-type",10085,"N"
"Manihot","Manihot",10086,"A"
"Manniophyton-type fulvum","Manniophyton-type fulvum",10087,"C"
"Mareya-type","Mareya-type",10088,"A"
"Melia-type azedarach","Melia-type azedarach",10089,"A"
"Merremia-type hederacea","Merremia-type hederacea",10090,"N"
"Merremia-type tridentata","Merremia-type tridentata",10091,"N"
"Mesanthemum-type prescottianum","Mesanthemum-type prescottianum",10092,"N"
"Microberlinia-type","Microberlinia-type",10093,"A"
"Microdesmis klainei-type","Microdesmis klainei-type",10094,"A"
"Moringa oleifera-type","Moringa oleifera-type",10095,"A"
"Mussaenda erythrophylla-type","Mussaenda erythrophylla-type",10096,"C"
"Nesogordonia papaverifera-type","Nesogordonia papaverifera-type",10097,"A"
"Nicotiana tabacum-type","Nicotiana tabacum-type",10098,"N"
"Nymphaea guineensis-type","Nymphaea guineensis-type",10099,"Q"
"Ombrellifere","Apiaceae (Umbelliferae)",10100,"N"
"Oncinotis-type","Oncinotis-type",10101,"C"
"Ormocarpum-type sennoides","Ormocarpum-type sennoides",10102,"A"
"Osbeckia-type","Osbeckia-type",10103,"A"
"Ottelia-type ulvifolia","Ottelia-type ulvifolia",10104,"Q"
"Panda oleosa","Panda oleosa",10105,"A"
"Passiflora foetida-type","Passiflora foetida-type",10106,"C"
"Pentodon-type","Pentodon-type",10107,"N"
"Phoenix dactylifera-type","Phoenix dactylifera-type",10108,"D"
"Plicosepalus sagittifolius-type","Plicosepalus sagittifolius-type",10109,"B"
"Polycarpaea-type repens","Polycarpaea-type repens",10110,"N"
"Portulaca-type foliosa","Portulaca-type foliosa",10111,"N"
"Pseudovigna-type argentea","Pseudovigna-type argentea",10112,"N"
"Psidium-type","Psidium-type",10113,"A"
"Psidium-type guajava","Psidium-type guajava",10114,"A"
"Pteridaceae undiff.","Pteridaceae undiff.",10115,"F"
"Pteridium-type aquilinum","Pteridium-type aquilinum",10116,"F"
"Pterocarpus-type erinaceus","Pterocarpus-type erinaceus",10117,"A"
"Pterocarpus-type santalinoides","Pterocarpus-type santalinoides",10118,"A"
"Raphia hookeri-type","Raphia hookeri-type",10119,"D"
"Reseda-type villosa","Reseda-type villosa",10120,"N"
"Rhynchosia-type minima","Rhynchosia-type minima",10121,"N"
"Schizaeaceae undiff.","Schizaeaceae undiff.",10122,"F"
"Schrankia leptocarpa","Mimosa quadrivalvis var. leptocarpa",10123,"N"
"Scottelia klaineana-type","Scottellia klaineana-type",10124,"A"
"Securidaca-type","Securidaca-type",10125,"A"
"Seddera-type","Seddera-type",10126,"N"
"Sorindeia-type warneckei","Sorindeia grandifolia",10127,"A"
"Spermacoce-type hepperana","Spermacoce hepperiana-type",10128,"N"
"Spermacoce-type ruelliae","Spermacoce-type ruelliae",10129,"N"
"Stephania-type dinklagei","Stephania-type dinklagei",10130,"C"
"Strombosiopsis tetrandra","Strombosiopsis tetrandra",10131,"A"
"Tapinanthus-type globiferus","Tapinanthus-type globiferus",10132,"B"
"Tectona grandis","Tectona grandis",10133,"A"
"Terminalia-type cattapa","Terminalia catapa-type",10134,"A"
"Tetrorchidium didymostemon-type","Tetrorchidium didymostemon-type",10135,"A"
"Triplochiton","Triplochiton",10136,"A"
"Urticaceae/Cannabicaceae undiff.","Urticaceae/Cannabaceae undiff.",10137,"N"
"Usteria guineensis","Usteria guineensis",10138,"C"
"Uvaria chamae-type","Uvaria chamae-type",10139,"C"
"Vahlia dichotoma-type","Vahlia dichotoma-type",10140,"N"
"Vernonia-type cinerea","Cyanthillium cinereum-type",10141,"N"
"Vernonia-type colorata","Gymnanthemum coloratum-type",10142,"A"
"Vernonia-type conferta","Brenandendron donianum-type",10143,"A"
"Vismia guineensis-type","Vismia guineensis-type",10144,"A"
"Vitex-type grandifolia","Vitex-type grandifolia",10145,"A"
"Xylia-type schliebenii","Xylia-type schliebenii",10146,"A"
"Xyris decipiens-type","Xyris decipiens-type",10147,"N"
"Zanha","Zanha",10148,"A"
"Ziziphus-type mauritiana","Ziziphus jujuba-type",10149,"A"
"Spike","Concentration of spike",100001,"NA"
